geoid,geoid20,year,denom_total_pop,well_count,well_rate
1400000US06037301206,6037301206,2020,5330,0,0
1400000US06037301300,6037301300,2020,1954,0,0
1400000US06037301400,6037301400,2020,3988,0,0
1400000US06037301501,6037301501,2020,1846,0,0
1400000US06037301502,6037301502,2020,6798,0,0
1400000US06037301601,6037301601,2020,5657,0,0
1400000US06037301602,6037301602,2020,4472,0,0
1400000US06037301701,6037301701,2020,2837,0,0
1400000US06037301702,6037301702,2020,6075,0,0
1400000US06037301801,6037301801,2020,5176,0,0
1400000US06037301802,6037301802,2020,4948,0,0
1400000US06037301901,6037301901,2020,4718,0,0
1400000US06037301902,6037301902,2020,3308,0,0
1400000US06037302002,6037302002,2020,3889,0,0
1400000US06037302003,6037302003,2020,3730,0,0
1400000US06037302004,6037302004,2020,4194,0,0
1400000US06037302102,6037302102,2020,6413,0,0
1400000US06037302103,6037302103,2020,5242,0,0
1400000US06037302104,6037302104,2020,3679,0,0
1400000US06037302201,6037302201,2020,3838,0,0
1400000US06037302202,6037302202,2020,5586,0,0
1400000US06037302301,6037302301,2020,3836,0,0
1400000US06037302302,6037302302,2020,5361,0,0
1400000US06037302401,6037302401,2020,7464,0,0
1400000US06037302503,6037302503,2020,4066,0,0
1400000US06037302504,6037302504,2020,3970,0,0
1400000US06037302505,6037302505,2020,4553,0,0
1400000US06037302506,6037302506,2020,3456,0,0
1400000US06037310100,6037310100,2020,5245,0,0
1400000US06037310201,6037310201,2020,5908,0,0
1400000US06037310202,6037310202,2020,4863,0,0
1400000US06037310300,6037310300,2020,2947,0,0
1400000US06037310400,6037310400,2020,3438,0,0
1400000US06037310501,6037310501,2020,4037,0,0
1400000US06037310601,6037310601,2020,6924,0,0
1400000US06037310602,6037310602,2020,2764,0,0
1400000US06037310701,6037310701,2020,2121,0,0
1400000US06037310703,6037310703,2020,4517,1,2.2138588
1400000US06037310704,6037310704,2020,4050,0,0
1400000US06037310705,6037310705,2020,2293,0,0
1400000US06037310800,6037310800,2020,5124,0,0
1400000US06037310900,6037310900,2020,6144,0,0
1400000US06037311000,6037311000,2020,3516,0,0
1400000US06037311100,6037311100,2020,4191,0,0
1400000US06037311200,6037311200,2020,3155,0,0
1400000US06037311300,6037311300,2020,3857,0,0
1400000US06037311400,6037311400,2020,2245,1,4.4543428
1400000US06037311500,6037311500,2020,6013,0,0
1400000US06037311601,6037311601,2020,2608,0,0
1400000US06037311602,6037311602,2020,4323,0,0
1400000US06037311700,6037311700,2020,5966,0,0
1400000US06037311801,6037311801,2020,2896,1,3.4530387
1400000US06037311802,6037311802,2020,4266,0,0
1400000US06037320101,6037320101,2020,3578,0,0
1400000US06037320102,6037320102,2020,3893,0,0
1400000US06037320201,6037320201,2020,4111,0,0
1400000US06037320202,6037320202,2020,6248,0,0
1400000US06037320300,6037320300,2020,6414,0,0
1400000US06037400205,6037400205,2020,2536,0,0
1400000US06037400206,6037400206,2020,5615,0,0
1400000US06037400207,6037400207,2020,4625,0,0
1400000US06037400208,6037400208,2020,1296,0,0
1400000US06037400209,6037400209,2020,4398,0,0
1400000US06037400304,6037400304,2020,7989,0,0
1400000US06037400402,6037400402,2020,4119,0,0
1400000US06037400403,6037400403,2020,4135,0,0
1400000US06037400404,6037400404,2020,4201,0,0
1400000US06037400501,6037400501,2020,2049,0,0
1400000US06037400602,6037400602,2020,4449,0,0
1400000US06037400603,6037400603,2020,4974,0,0
1400000US06037400605,6037400605,2020,7571,0,0
1400000US06037400801,6037400801,2020,6825,0,0
1400000US06037401001,6037401001,2020,2819,0,0
1400000US06037401002,6037401002,2020,4052,0,0
1400000US06037401101,6037401101,2020,5374,0,0
1400000US06037401102,6037401102,2020,4037,0,0
1400000US06037401201,6037401201,2020,3630,0,0
1400000US06037401202,6037401202,2020,4384,0,0
1400000US06037401203,6037401203,2020,5014,0,0
1400000US06037401303,6037401303,2020,2156,1,4.6382189
1400000US06037401304,6037401304,2020,5305,0,0
1400000US06037401311,6037401311,2020,6626,0,0
1400000US06037401312,6037401312,2020,4981,0,0
1400000US06037401500,6037401500,2020,6038,0,0
1400000US06037401601,6037401601,2020,5547,0,0
1400000US06037401602,6037401602,2020,6143,0,0
1400000US06037401705,6037401705,2020,2867,1,3.4879665
1400000US06037401706,6037401706,2020,4167,0,0
1400000US06037401707,6037401707,2020,8333,0,0
1400000US06037401801,6037401801,2020,4294,0,0
1400000US06037401802,6037401802,2020,3497,0,0
1400000US06037401901,6037401901,2020,3661,0,0
1400000US06037401902,6037401902,2020,6511,0,0
1400000US06037402001,6037402001,2020,3526,0,0
1400000US06037402002,6037402002,2020,3997,0,0
1400000US06037402101,6037402101,2020,5206,0,0
1400000US06037402102,6037402102,2020,4952,0,0
1400000US06037402200,6037402200,2020,6931,0,0
1400000US06037402301,6037402301,2020,5270,0,0
1400000US06037402303,6037402303,2020,3687,0,0
1400000US06037402304,6037402304,2020,4444,0,0
1400000US06037402403,6037402403,2020,5749,3,5.2182989
1400000US06037402404,6037402404,2020,2056,0,0
1400000US06037402405,6037402405,2020,2280,0,0
1400000US06037402406,6037402406,2020,4924,0,0
1400000US06037402501,6037402501,2020,5048,0,0
1400000US06037402503,6037402503,2020,4167,0,0
1400000US06037402504,6037402504,2020,2739,0,0
1400000US06037402601,6037402601,2020,3184,0,0
1400000US06037402602,6037402602,2020,4852,0,0
1400000US06037402702,6037402702,2020,5251,0,0
1400000US06037402703,6037402703,2020,5533,0,0
1400000US06037402705,6037402705,2020,3388,0,0
1400000US06037402706,6037402706,2020,3562,0,0
1400000US06037402801,6037402801,2020,4837,0,0
1400000US06037402803,6037402803,2020,3415,0,0
1400000US06037402804,6037402804,2020,4280,0,0
1400000US06037402902,6037402902,2020,7336,0,0
1400000US06037402903,6037402903,2020,3912,1,2.5562372
1400000US06037402904,6037402904,2020,3644,0,0
1400000US06037403000,6037403000,2020,7003,0,0
1400000US06037403305,6037403305,2020,2285,1,4.3763676
1400000US06037403316,6037403316,2020,7183,0,0
1400000US06037403317,6037403317,2020,5272,0,0
1400000US06037403318,6037403318,2020,5938,0,0
1400000US06037403319,6037403319,2020,4355,1,2.2962112
1400000US06037403320,6037403320,2020,5040,1,1.9841269
1400000US06037403321,6037403321,2020,5715,1,1.7497813
1400000US06037403323,6037403323,2020,5540,1,1.8050542
1400000US06037403324,6037403324,2020,7357,2,2.7184994
1400000US06037403325,6037403325,2020,5214,2,3.8358266
1400000US06037403326,6037403326,2020,2426,0,0
1400000US06037403327,6037403327,2020,2304,1,4.3402777
1400000US06037403328,6037403328,2020,5630,0,0
1400000US06037403401,6037403401,2020,5092,1,1.9638649
1400000US06037403402,6037403402,2020,3561,0,0
1400000US06037403403,6037403403,2020,5165,0,0
1400000US06037403404,6037403404,2020,2443,1,4.093328
1400000US06037403407,6037403407,2020,2327,1,4.2973785
1400000US06037403408,6037403408,2020,6702,1,1.4920919
1400000US06037403409,6037403409,2020,4474,1,2.2351363
1400000US06037403500,6037403500,2020,1550,0,0
1400000US06037403601,6037403601,2020,7283,0,0
1400000US06037403702,6037403702,2020,3943,1,2.53614
1400000US06037403703,6037403703,2020,4485,0,0
1400000US06037403721,6037403721,2020,4983,1,2.0068233
1400000US06037403722,6037403722,2020,5144,0,0
1400000US06037403801,6037403801,2020,5948,1,1.6812373
1400000US06037403802,6037403802,2020,6813,0,0
1400000US06037403901,6037403901,2020,2935,0,0
1400000US06037403902,6037403902,2020,5274,0,0
1400000US06037404000,6037404000,2020,4413,0,0
1400000US06037404100,6037404100,2020,6087,0,0
1400000US06037404201,6037404201,2020,3249,0,0
1400000US06037404203,6037404203,2020,4370,0,0
1400000US06037404301,6037404301,2020,5454,0,0
1400000US06037404302,6037404302,2020,2221,0,0
1400000US06037404401,6037404401,2020,3969,0,0
1400000US06037404402,6037404402,2020,5115,0,0
1400000US06037404501,6037404501,2020,2791,0,0
1400000US06037404503,6037404503,2020,2763,0,0
1400000US06037404504,6037404504,2020,4934,0,0
1400000US06037404600,6037404600,2020,1365,2,14.652015
1400000US06037404701,6037404701,2020,5939,0,0
1400000US06037404702,6037404702,2020,5424,0,0
1400000US06037404703,6037404703,2020,3225,0,0
1400000US06037404804,6037404804,2020,4704,0,0
1400000US06037404805,6037404805,2020,3074,0,0
1400000US06037404806,6037404806,2020,6337,0,0
1400000US06037404901,6037404901,2020,6143,0,0
1400000US06037404902,6037404902,2020,3933,0,0
1400000US06037404903,6037404903,2020,2344,0,0
1400000US06037405001,6037405001,2020,5849,0,0
1400000US06037405002,6037405002,2020,3488,0,0
1400000US06037405101,6037405101,2020,5843,0,0
1400000US06037405102,6037405102,2020,5204,0,0
1400000US06037405201,6037405201,2020,5146,0,0
1400000US06037405202,6037405202,2020,4908,0,0
1400000US06037405203,6037405203,2020,3098,0,0
1400000US06037405301,6037405301,2020,3097,0,0
1400000US06037405302,6037405302,2020,5522,0,0
1400000US06037405400,6037405400,2020,4988,0,0
1400000US06037405500,6037405500,2020,6475,0,0
1400000US06037405600,6037405600,2020,5335,0,0
1400000US06037405701,6037405701,2020,4080,0,0
1400000US06037405702,6037405702,2020,4966,0,0
1400000US06037405800,6037405800,2020,5840,0,0
1400000US06037405900,6037405900,2020,3869,0,0
1400000US06037406000,6037406000,2020,5565,0,0
1400000US06037406101,6037406101,2020,2905,0,0
1400000US06037406103,6037406103,2020,7912,0,0
1400000US06037406201,6037406201,2020,3740,0,0
1400000US06037406300,6037406300,2020,5964,0,0
1400000US06037406413,6037406413,2020,6250,0,0
1400000US06037406500,6037406500,2020,6512,0,0
1400000US06037406601,6037406601,2020,5375,0,0
1400000US06037406602,6037406602,2020,4887,0,0
1400000US06037406701,6037406701,2020,3259,0,0
1400000US06037406702,6037406702,2020,6259,0,0
1400000US06037406801,6037406801,2020,5023,0,0
1400000US06037406903,6037406903,2020,8251,1,1.2119743
1400000US06037407001,6037407001,2020,5974,0,0
1400000US06037407002,6037407002,2020,3475,0,0
1400000US06037407101,6037407101,2020,4973,0,0
1400000US06037407102,6037407102,2020,5697,0,0
1400000US06037407201,6037407201,2020,3742,1,2.6723678
1400000US06037407202,6037407202,2020,3526,1,2.8360748
1400000US06037407301,6037407301,2020,4671,0,0
1400000US06037407302,6037407302,2020,3682,0,0
1400000US06037407400,6037407400,2020,2002,0,0
1400000US06037407501,6037407501,2020,4413,1,2.2660322
1400000US06037407502,6037407502,2020,3890,0,0
1400000US06037407601,6037407601,2020,4303,0,0
1400000US06037407602,6037407602,2020,4451,0,0
1400000US06037407701,6037407701,2020,4051,4,9.8741055
1400000US06037407702,6037407702,2020,6940,5,7.2046108
1400000US06037407801,6037407801,2020,5704,1,1.7531557
1400000US06037407802,6037407802,2020,3273,19,58.050716
1400000US06037407901,6037407901,2020,3992,1,2.5050101
1400000US06037407902,6037407902,2020,1588,0,0
1400000US06037408003,6037408003,2020,4415,0,0
1400000US06037408004,6037408004,2020,2521,0,0
1400000US06037408005,6037408005,2020,5377,0,0
1400000US06037408006,6037408006,2020,3240,3,9.2592592
1400000US06037408133,6037408133,2020,5622,1,1.7787265
1400000US06037408134,6037408134,2020,2746,2,7.2833214
1400000US06037408135,6037408135,2020,4617,0,0
1400000US06037408136,6037408136,2020,3590,1,2.7855153
1400000US06037408137,6037408137,2020,4134,0,0
1400000US06037408138,6037408138,2020,5020,5,9.9601593
1400000US06037408139,6037408139,2020,4689,4,8.5306034
1400000US06037408140,6037408140,2020,3973,1,2.5169897
1400000US06037408141,6037408141,2020,4626,0,0
1400000US06037408212,6037408212,2020,4985,0,0
1400000US06037408213,6037408213,2020,6154,1,1.6249593
1400000US06037408301,6037408301,2020,6319,0,0
1400000US06037408302,6037408302,2020,3528,0,0
1400000US06037408303,6037408303,2020,4764,2,4.198153
1400000US06037408401,6037408401,2020,4595,0,0
1400000US06037408402,6037408402,2020,6669,23,34.48793
1400000US06037408503,6037408503,2020,6626,7,10.564443
1400000US06037408504,6037408504,2020,5556,0,0
1400000US06037408505,6037408505,2020,2526,8,31.670626
1400000US06037408623,6037408623,2020,3224,1,3.101737
1400000US06037408624,6037408624,2020,3229,0,0
1400000US06037408625,6037408625,2020,3841,1,2.6034887
1400000US06037408626,6037408626,2020,3981,1,2.5119317
1400000US06037408627,6037408627,2020,2864,4,13.96648
1400000US06037408628,6037408628,2020,5358,5,9.3318405
1400000US06037408629,6037408629,2020,2839,1,3.522367
1400000US06037408631,6037408631,2020,5084,0,0
1400000US06037408703,6037408703,2020,6125,269,439.18369
1400000US06037408705,6037408705,2020,5928,4,6.7476382
1400000US06037408707,6037408707,2020,6610,3,4.538578
1400000US06037408722,6037408722,2020,4470,1,2.2371364
1400000US06037408724,6037408724,2020,5396,0,0
1400000US06037408725,6037408725,2020,6449,0,0
1400000US06037408800,6037408800,2020,4570,0,0
1400000US06037408900,6037408900,2020,6021,0,0
1400000US06037409000,6037409000,2020,7550,2,2.6490066
1400000US06037409100,6037409100,2020,5403,0,0
1400000US06037430003,6037430003,2020,5183,0,0
1400000US06037430004,6037430004,2020,2633,0,0
1400000US06037430005,6037430005,2020,3683,0,0
1400000US06037430101,6037430101,2020,5132,0,0
1400000US06037430102,6037430102,2020,4768,0,0
1400000US06037430200,6037430200,2020,1045,0,0
1400000US06037430301,6037430301,2020,4665,0,0
1400000US06037430302,6037430302,2020,5281,0,0
1400000US06037430400,6037430400,2020,4643,0,0
1400000US06037430501,6037430501,2020,4286,0,0
1400000US06037430502,6037430502,2020,6543,0,0
1400000US06037430600,6037430600,2020,4748,0,0
1400000US06037430701,6037430701,2020,5671,0,0
1400000US06037430721,6037430721,2020,3745,0,0
1400000US06037430723,6037430723,2020,4841,0,0
1400000US06037430724,6037430724,2020,4565,0,0
1400000US06037430801,6037430801,2020,6691,1,1.4945449
1400000US06037430802,6037430802,2020,4346,0,0
1400000US06037430803,6037430803,2020,5393,0,0
1400000US06037430901,6037430901,2020,4377,0,0
1400000US06037430902,6037430902,2020,4725,0,0
1400000US06037431002,6037431002,2020,2827,0,0
1400000US06037431003,6037431003,2020,4707,0,0
1400000US06037431004,6037431004,2020,3444,0,0
1400000US06037431100,6037431100,2020,6992,0,0
1400000US06037431200,6037431200,2020,6351,0,0
1400000US06037431300,6037431300,2020,2700,0,0
1400000US06037431400,6037431400,2020,4098,0,0
1400000US06037431501,6037431501,2020,4046,0,0
1400000US06037431502,6037431502,2020,4138,0,0
1400000US06037431600,6037431600,2020,4348,0,0
1400000US06037431701,6037431701,2020,6094,0,0
1400000US06037431800,6037431800,2020,5349,0,0
1400000US06037431900,6037431900,2020,3841,0,0
1400000US06037432001,6037432001,2020,2462,1,4.0617385
1400000US06037432002,6037432002,2020,4967,0,0
1400000US06037432101,6037432101,2020,4204,0,0
1400000US06037432102,6037432102,2020,5934,0,0
1400000US06037432201,6037432201,2020,5448,0,0
1400000US06037432202,6037432202,2020,4185,0,0
1400000US06037432300,6037432300,2020,4063,1,2.4612355
1400000US06037432401,6037432401,2020,3970,0,0
1400000US06037432402,6037432402,2020,6579,0,0
1400000US06037432501,6037432501,2020,4835,0,0
1400000US06037432502,6037432502,2020,3969,1,2.5195262
1400000US06037432601,6037432601,2020,7280,0,0
1400000US06037432602,6037432602,2020,4535,0,0
1400000US06037432700,6037432700,2020,6158,1,1.6239039
1400000US06037432801,6037432801,2020,2515,0,0
1400000US06037432802,6037432802,2020,5356,0,0
1400000US06037432901,6037432901,2020,4061,0,0
1400000US06037432902,6037432902,2020,3210,1,3.1152649
1400000US06037433103,6037433103,2020,7231,0,0
1400000US06037433200,6037433200,2020,6092,0,0
1400000US06037433302,6037433302,2020,1711,0,0
1400000US06037433304,6037433304,2020,4691,0,0
1400000US06037433305,6037433305,2020,4617,0,0
1400000US06037433306,6037433306,2020,3527,0,0
1400000US06037433307,6037433307,2020,2858,0,0
1400000US06037433402,6037433402,2020,4904,0,0
1400000US06037433403,6037433403,2020,4842,0,0
1400000US06037433505,6037433505,2020,4800,0,0
1400000US06037433506,6037433506,2020,4013,0,0
1400000US06037433601,6037433601,2020,5482,2,3.6483035
1400000US06037433602,6037433602,2020,2936,1,3.4059947
1400000US06037433803,6037433803,2020,3363,0,0
1400000US06037433804,6037433804,2020,4795,1,2.0855057
1400000US06037433901,6037433901,2020,5724,0,0
1400000US06037433903,6037433903,2020,5328,1,1.8768768
1400000US06037434001,6037434001,2020,4128,0,0
1400000US06037434003,6037434003,2020,4104,0,0
1400000US06037434004,6037434004,2020,3037,0,0
1400000US06037434100,6037434100,2020,6804,1,1.4697237
1400000US06037460001,6037460001,2020,1718,0,0
1400000US06037460002,6037460002,2020,2795,0,0
1400000US06037460101,6037460101,2020,6076,0,0
1400000US06037460200,6037460200,2020,5622,0,0
1400000US06037460301,6037460301,2020,4239,0,0
1400000US06037460302,6037460302,2020,4529,0,0
1400000US06037460401,6037460401,2020,1071,0,0
1400000US06037460501,6037460501,2020,5151,0,0
1400000US06037460502,6037460502,2020,4725,0,0
1400000US06037460601,6037460601,2020,5312,0,0
1400000US06037460700,6037460700,2020,4890,0,0
1400000US06037460800,6037460800,2020,2822,0,0
1400000US06037460900,6037460900,2020,6669,0,0
1400000US06037461000,6037461000,2020,5780,0,0
1400000US06037461100,6037461100,2020,5438,0,0
1400000US06037461200,6037461200,2020,4497,0,0
1400000US06037461300,6037461300,2020,6456,0,0
1400000US06037461400,6037461400,2020,3207,0,0
1400000US06037461501,6037461501,2020,3917,0,0
1400000US06037461502,6037461502,2020,6533,0,0
1400000US06037461600,6037461600,2020,6125,0,0
1400000US06037461700,6037461700,2020,1450,0,0
1400000US06037461901,6037461901,2020,4809,0,0
1400000US06037461902,6037461902,2020,1814,0,0
1400000US06037462001,6037462001,2020,4524,0,0
1400000US06037462002,6037462002,2020,3633,0,0
1400000US06037462100,6037462100,2020,5504,0,0
1400000US06037462201,6037462201,2020,3883,0,0
1400000US06037462202,6037462202,2020,3083,0,0
1400000US06037462301,6037462301,2020,5216,0,0
1400000US06037462302,6037462302,2020,3311,0,0
1400000US06037462400,6037462400,2020,3943,0,0
1400000US06037462500,6037462500,2020,6538,0,0
1400000US06037462600,6037462600,2020,2286,0,0
1400000US06037462700,6037462700,2020,5386,0,0
1400000US06037462800,6037462800,2020,2854,0,0
1400000US06037462900,6037462900,2020,3700,0,0
1400000US06037463000,6037463000,2020,2919,0,0
1400000US06037463103,6037463103,2020,6125,0,0
1400000US06037463200,6037463200,2020,3602,0,0
1400000US06037463300,6037463300,2020,2038,0,0
1400000US06037463400,6037463400,2020,5835,0,0
1400000US06037463500,6037463500,2020,6064,0,0
1400000US06037463601,6037463601,2020,5993,0,0
1400000US06037463602,6037463602,2020,6414,0,0
1400000US06037463700,6037463700,2020,3151,0,0
1400000US06037463800,6037463800,2020,4188,0,0
1400000US06037463900,6037463900,2020,3249,0,0
1400000US06037464000,6037464000,2020,5575,0,0
1400000US06037464101,6037464101,2020,2176,0,0
1400000US06037464102,6037464102,2020,4742,0,0
1400000US06037464200,6037464200,2020,6102,0,0
1400000US06037480002,6037480002,2020,3978,0,0
1400000US06037480011,6037480011,2020,5154,0,0
1400000US06037480012,6037480012,2020,4689,0,0
1400000US06037480101,6037480101,2020,3996,0,0
1400000US06037480102,6037480102,2020,4428,0,0
1400000US06037480201,6037480201,2020,3722,0,0
1400000US06037480202,6037480202,2020,2772,0,0
1400000US06037480302,6037480302,2020,4217,0,0
1400000US06037480303,6037480303,2020,4499,0,0
1400000US06037480304,6037480304,2020,4482,0,0
1400000US06037480400,6037480400,2020,5446,0,0
1400000US06037480500,6037480500,2020,5137,0,0
1400000US06037480601,6037480601,2020,3925,0,0
1400000US06037480602,6037480602,2020,3959,0,0
1400000US06037480702,6037480702,2020,4134,0,0
1400000US06037480703,6037480703,2020,4132,0,0
1400000US06037480704,6037480704,2020,4191,0,0
1400000US06037480802,6037480802,2020,3277,0,0
1400000US06037480803,6037480803,2020,3474,0,0
1400000US06037480804,6037480804,2020,5350,0,0
1400000US06037480901,6037480901,2020,5020,0,0
1400000US06037480902,6037480902,2020,4452,0,0
1400000US06037480903,6037480903,2020,3181,0,0
1400000US06037481001,6037481001,2020,4826,0,0
1400000US06037481002,6037481002,2020,5187,0,0
1400000US06037481101,6037481101,2020,4427,0,0
1400000US06037481102,6037481102,2020,3643,0,0
1400000US06037481103,6037481103,2020,5365,0,0
1400000US06037481201,6037481201,2020,4095,0,0
1400000US06037481203,6037481203,2020,6128,0,0
1400000US06037481300,6037481300,2020,3225,0,0
1400000US06037481401,6037481401,2020,5494,0,0
1400000US06037481403,6037481403,2020,3172,0,0
1400000US06037481404,6037481404,2020,3758,0,0
1400000US06037481500,6037481500,2020,4542,0,0
1400000US06037481603,6037481603,2020,3226,1,3.0998139
1400000US06037481604,6037481604,2020,3970,0,0
1400000US06037481605,6037481605,2020,2711,0,0
1400000US06037481606,6037481606,2020,5081,0,0
1400000US06037481711,6037481711,2020,4238,0,0
1400000US06037481712,6037481712,2020,5570,0,0
1400000US06037481713,6037481713,2020,2655,1,3.7664783
1400000US06037481714,6037481714,2020,2702,0,0
1400000US06037481800,6037481800,2020,2485,0,0
1400000US06037481901,6037481901,2020,5758,0,0
1400000US06037481902,6037481902,2020,3325,1,3.0075188
1400000US06037482001,6037482001,2020,2673,2,7.4822297
1400000US06037482002,6037482002,2020,6947,3,4.3184109
1400000US06037482101,6037482101,2020,4574,1,2.1862702
1400000US06037482102,6037482102,2020,3079,0,0
1400000US06037482201,6037482201,2020,3923,0,0
1400000US06037482202,6037482202,2020,5329,1,1.8765247
1400000US06037482301,6037482301,2020,5515,0,0
1400000US06037482303,6037482303,2020,5713,2,3.5007877
1400000US06037482304,6037482304,2020,3037,0,0
1400000US06037482401,6037482401,2020,3491,0,0
1400000US06037482403,6037482403,2020,3471,0,0
1400000US06037482404,6037482404,2020,3443,3,8.7133312
1400000US06037482502,6037482502,2020,3399,0,0
1400000US06037482503,6037482503,2020,4303,0,0
1400000US06037482521,6037482521,2020,5642,3,5.3172636
1400000US06037482522,6037482522,2020,4403,4,9.0847149
1400000US06037482600,6037482600,2020,6446,5,7.7567482
1400000US06037482701,6037482701,2020,4120,1,2.4271846
1400000US06037482702,6037482702,2020,2383,0,0
1400000US06037482801,6037482801,2020,4162,17,40.845749
1400000US06037500100,6037500100,2020,3521,65,184.60664
1400000US06037500202,6037500202,2020,4970,51,102.61569
1400000US06037500203,6037500203,2020,4230,0,0
1400000US06037500204,6037500204,2020,2134,114,534.20807
1400000US06037500300,6037500300,2020,2931,39,133.06039
1400000US06037500402,6037500402,2020,5190,4,7.707129
1400000US06037500403,6037500403,2020,3464,4,11.547344
1400000US06037500404,6037500404,2020,4278,4,9.3501635
1400000US06037500500,6037500500,2020,2846,4,14.054813
1400000US06037500600,6037500600,2020,5036,5,9.9285145
1400000US06037500700,6037500700,2020,7196,4,5.5586438
1400000US06037500800,6037500800,2020,5299,0,0
1400000US06037500900,6037500900,2020,5948,0,0
1400000US06037501001,6037501001,2020,3361,0,0
1400000US06037501002,6037501002,2020,4759,1,2.1012819
1400000US06037501200,6037501200,2020,4814,8,16.618196
1400000US06037501301,6037501301,2020,3098,1,3.2278891
1400000US06037501302,6037501302,2020,3766,5,13.276686
1400000US06037501400,6037501400,2020,3430,1,2.915452
1400000US06037501501,6037501501,2020,2150,70,325.58139
1400000US06037501503,6037501503,2020,5583,1,1.7911518
1400000US06037501504,6037501504,2020,3222,1,3.1036623
1400000US06037501600,6037501600,2020,7425,561,755.55554
1400000US06037501700,6037501700,2020,3486,1,2.8686173
1400000US06037501802,6037501802,2020,3281,0,0
1400000US06037501803,6037501803,2020,4372,0,0
1400000US06037501804,6037501804,2020,2174,0,0
1400000US06037501900,6037501900,2020,4259,0,0
1400000US06037502003,6037502003,2020,2609,0,0
1400000US06037502004,6037502004,2020,4284,2,4.6685343
1400000US06037502005,6037502005,2020,4905,0,0
1400000US06037502100,6037502100,2020,4881,1,2.0487604
1400000US06037502200,6037502200,2020,7039,2,2.8413126
1400000US06037502303,6037502303,2020,8506,0,0
1400000US06037502401,6037502401,2020,5059,0,0
1400000US06037502402,6037502402,2020,3678,0,0
1400000US06037502500,6037502500,2020,4166,2,4.8007679
1400000US06037502602,6037502602,2020,4155,1,2.4067388
1400000US06037502603,6037502603,2020,3378,0,0
1400000US06037502604,6037502604,2020,3931,0,0
1400000US06037502700,6037502700,2020,7007,470,670.75781
1400000US06037502801,6037502801,2020,6133,48,78.265121
1400000US06037502901,6037502901,2020,5937,0,0
1400000US06037503000,6037503000,2020,6115,11,17.988552
1400000US06037503103,6037503103,2020,5302,4,7.544323
1400000US06037503104,6037503104,2020,2652,3,11.312217
1400000US06037503105,6037503105,2020,3549,1,2.8176951
1400000US06037503106,6037503106,2020,3869,2,5.1692944
1400000US06037503201,6037503201,2020,4179,2,4.7858338
1400000US06037503202,6037503202,2020,4482,2,4.4622936
1400000US06037503301,6037503301,2020,3560,0,0
1400000US06037503302,6037503302,2020,6089,1,1.6423059
1400000US06037503401,6037503401,2020,6911,3,4.3409057
1400000US06037503402,6037503402,2020,3834,1,2.608242
1400000US06037503501,6037503501,2020,6643,2,3.0106878
1400000US06037503502,6037503502,2020,4378,2,4.568296
1400000US06037503601,6037503601,2020,4126,4,9.6946192
1400000US06037503602,6037503602,2020,3846,6,15.600624
1400000US06037503701,6037503701,2020,4685,13,27.748133
1400000US06037503702,6037503702,2020,5497,1,1.8191741
1400000US06037503704,6037503704,2020,4587,79,172.22586
1400000US06037503705,6037503705,2020,2975,1,3.3613446
1400000US06037503801,6037503801,2020,3539,15,42.384853
1400000US06037503802,6037503802,2020,5136,3,5.8411217
1400000US06037503901,6037503901,2020,2387,1,4.1893592
1400000US06037503902,6037503902,2020,5459,6,10.991024
1400000US06037504001,6037504001,2020,5901,0,0
1400000US06037504002,6037504002,2020,5578,2,3.5855145
1400000US06037504101,6037504101,2020,4726,2,4.2319088
1400000US06037504200,6037504200,2020,7291,883,1211.0822
1400000US06037530005,6037530005,2020,3649,130,356.26199
1400000US06037530006,6037530006,2020,4767,87,182.50471
1400000US06037530007,6037530007,2020,6406,428,668.12366
1400000US06037530101,6037530101,2020,5268,4,7.5930142
1400000US06037530102,6037530102,2020,4888,41,83.878883
1400000US06037530202,6037530202,2020,4304,3,6.9702601
1400000US06037530203,6037530203,2020,2408,5,20.76412
1400000US06037530204,6037530204,2020,3940,2,5.0761423
1400000US06037530301,6037530301,2020,2165,0,0
1400000US06037530302,6037530302,2020,6641,0,0
1400000US06037530400,6037530400,2020,3835,1,2.6075618
1400000US06037530500,6037530500,2020,4099,0,0
1400000US06037530603,6037530603,2020,4344,1,2.3020258
1400000US06037530700,6037530700,2020,2058,1,4.8590865
1400000US06037530801,6037530801,2020,5528,1,1.8089725
1400000US06037530802,6037530802,2020,3088,0,0
1400000US06037530901,6037530901,2020,3827,1,2.6130128
1400000US06037530902,6037530902,2020,4057,0,0
1400000US06037531000,6037531000,2020,5129,1,1.9496979
1400000US06037531101,6037531101,2020,5281,0,0
1400000US06037531102,6037531102,2020,3008,0,0
1400000US06037531201,6037531201,2020,4733,0,0
1400000US06037531202,6037531202,2020,4816,0,0
1400000US06037531301,6037531301,2020,5140,1,1.9455253
1400000US06037531302,6037531302,2020,5894,4,6.7865624
1400000US06037531502,6037531502,2020,3384,1,2.9550827
1400000US06037531503,6037531503,2020,2841,1,3.5198874
1400000US06037531504,6037531504,2020,4158,0,0
1400000US06037531602,6037531602,2020,4246,0,0
1400000US06037531603,6037531603,2020,3703,0,0
1400000US06037531604,6037531604,2020,3343,0,0
1400000US06037531701,6037531701,2020,6066,0,0
1400000US06037531702,6037531702,2020,5039,0,0
1400000US06037531800,6037531800,2020,4687,0,0
1400000US06037531901,6037531901,2020,6239,0,0
1400000US06037531902,6037531902,2020,4325,0,0
