geoid,geoid20,year,denom_total_pop,well_count,well_rate
1400000US06037203900,6037203900,2020,3206,1,3.1191516
1400000US06037204110,6037204110,2020,3493,1,2.8628685
1400000US06037204120,6037204120,2020,2925,0,0
1400000US06037204200,6037204200,2020,3621,0,0
1400000US06037204300,6037204300,2020,5714,1,1.7500875
1400000US06037204410,6037204410,2020,2791,0,0
1400000US06037204420,6037204420,2020,2951,0,0
1400000US06037204600,6037204600,2020,4271,3,7.024116
1400000US06037204700,6037204700,2020,5660,0,0
1400000US06037204810,6037204810,2020,4922,2,4.0633888
1400000US06037204820,6037204820,2020,2141,0,0
1400000US06037204910,6037204910,2020,3494,0,0
1400000US06037204920,6037204920,2020,2796,0,0
1400000US06037205110,6037205110,2020,3697,0,0
1400000US06037205120,6037205120,2020,3754,1,2.6638253
1400000US06037206010,6037206010,2020,3966,43,108.42159
1400000US06037206020,6037206020,2020,9476,2,2.1105952
1400000US06037206050,6037206050,2020,2192,2,9.1240873
1400000US06037206051,6037206051,2020,1405,7,49.822063
1400000US06037206052,6037206052,2020,2841,10,35.198875
1400000US06037206053,6037206053,2020,3014,2,6.6357002
1400000US06037206054,6037206054,2020,2589,0,0
1400000US06037206201,6037206201,2020,2154,0,0
1400000US06037206202,6037206202,2020,1724,0,0
1400000US06037206301,6037206301,2020,1867,1,5.3561864
1400000US06037206302,6037206302,2020,2400,0,0
1400000US06037206303,6037206303,2020,1989,0,0
1400000US06037207101,6037207101,2020,3906,0,0
1400000US06037207102,6037207102,2020,3181,0,0
1400000US06037207103,6037207103,2020,2144,63,293.84329
1400000US06037207303,6037207303,2020,2187,0,0
1400000US06037207304,6037207304,2020,2022,0,0
1400000US06037207305,6037207305,2020,961,0,0
1400000US06037207306,6037207306,2020,1863,0,0
1400000US06037207307,6037207307,2020,1424,0,0
1400000US06037207308,6037207308,2020,1323,0,0
1400000US06037207400,6037207400,2020,1596,1,6.2656641
1400000US06037207501,6037207501,2020,2133,0,0
1400000US06037207502,6037207502,2020,3072,0,0
1400000US06037207711,6037207711,2020,1661,2,12.040939
1400000US06037207712,6037207712,2020,3469,0,0
1400000US06037207901,6037207901,2020,2582,0,0
1400000US06037207902,6037207902,2020,5746,3,5.2210231
1400000US06037208001,6037208001,2020,2410,43,178.42323
1400000US06037208002,6037208002,2020,4920,203,412.60162
1400000US06037208301,6037208301,2020,2101,30,142.78915
1400000US06037208302,6037208302,2020,5265,112,212.72554
1400000US06037208401,6037208401,2020,4619,75,162.3728
1400000US06037208402,6037208402,2020,2983,0,0
1400000US06037208501,6037208501,2020,2462,0,0
1400000US06037208502,6037208502,2020,4360,21,48.165138
1400000US06037208610,6037208610,2020,4388,10,22.789425
1400000US06037208620,6037208620,2020,4303,0,0
1400000US06037208710,6037208710,2020,5136,51,99.299065
1400000US06037208720,6037208720,2020,3746,4,10.678057
1400000US06037208801,6037208801,2020,3284,5,15.225335
1400000US06037208802,6037208802,2020,3049,38,124.63103
1400000US06037208902,6037208902,2020,2566,1,3.8971162
1400000US06037208903,6037208903,2020,3878,0,0
1400000US06037208904,6037208904,2020,4190,0,0
1400000US06037209103,6037209103,2020,3595,0,0
1400000US06037209104,6037209104,2020,2442,0,0
1400000US06037209105,6037209105,2020,3829,0,0
1400000US06037209106,6037209106,2020,2277,0,0
1400000US06037209201,6037209201,2020,3021,0,0
1400000US06037209202,6037209202,2020,1604,0,0
1400000US06037209300,6037209300,2020,5090,1,1.9646366
1400000US06037209401,6037209401,2020,4018,0,0
1400000US06037209402,6037209402,2020,4132,0,0
1400000US06037209403,6037209403,2020,4678,0,0
1400000US06037209510,6037209510,2020,3054,0,0
1400000US06037209520,6037209520,2020,2874,0,0
1400000US06037209810,6037209810,2020,2640,1,3.7878788
1400000US06037209820,6037209820,2020,2833,0,0
1400000US06037210010,6037210010,2020,3345,0,0
1400000US06037211000,6037211000,2020,5073,5,9.856101
1400000US06037211121,6037211121,2020,2243,22,98.082924
1400000US06037211122,6037211122,2020,3024,88,291.00528
1400000US06037211123,6037211123,2020,1478,0,0
1400000US06037211124,6037211124,2020,4806,132,274.65668
1400000US06037211201,6037211201,2020,2759,0,0
1400000US06037211202,6037211202,2020,2217,0,0
1400000US06037211310,6037211310,2020,3840,0,0
1400000US06037211320,6037211320,2020,3288,15,45.620438
1400000US06037211410,6037211410,2020,3103,0,0
1400000US06037211420,6037211420,2020,3255,2,6.1443934
1400000US06037211500,6037211500,2020,4147,0,0
1400000US06037211701,6037211701,2020,2566,1,3.8971162
1400000US06037211703,6037211703,2020,4560,0,0
1400000US06037211704,6037211704,2020,2832,0,0
1400000US06037211802,6037211802,2020,4320,1,2.3148148
1400000US06037211803,6037211803,2020,3874,0,0
1400000US06037211804,6037211804,2020,3110,0,0
1400000US06037211910,6037211910,2020,4287,0,0
1400000US06037211921,6037211921,2020,2353,11,46.748833
1400000US06037211922,6037211922,2020,3464,0,0
1400000US06037212101,6037212101,2020,2717,0,0
1400000US06037212102,6037212102,2020,2691,0,0
1400000US06037212202,6037212202,2020,3404,0,0
1400000US06037212203,6037212203,2020,2889,0,0
1400000US06037212204,6037212204,2020,3194,0,0
1400000US06037212303,6037212303,2020,4174,1,2.3957834
1400000US06037212304,6037212304,2020,1689,1,5.9206629
1400000US06037212305,6037212305,2020,3079,0,0
1400000US06037212306,6037212306,2020,3310,0,0
1400000US06037212410,6037212410,2020,4345,0,0
1400000US06037212420,6037212420,2020,3163,0,0
1400000US06037212501,6037212501,2020,1996,0,0
1400000US06037212502,6037212502,2020,2657,1,3.7636433
1400000US06037212610,6037212610,2020,4740,0,0
1400000US06037212620,6037212620,2020,4120,0,0
1400000US06037212701,6037212701,2020,2281,0,0
1400000US06037212702,6037212702,2020,3630,1,2.7548208
1400000US06037212800,6037212800,2020,3370,0,0
1400000US06037212900,6037212900,2020,4102,0,0
1400000US06037213100,6037213100,2020,3089,0,0
1400000US06037213201,6037213201,2020,4277,3,7.0142622
1400000US06037213202,6037213202,2020,3863,0,0
1400000US06037213310,6037213310,2020,2731,0,0
1400000US06037213320,6037213320,2020,2638,1,3.7907505
1400000US06037213401,6037213401,2020,4820,0,0
1400000US06037213402,6037213402,2020,5002,0,0
1400000US06037214000,6037214000,2020,3882,94,242.14322
1400000US06037214100,6037214100,2020,3532,73,206.68176
1400000US06037214400,6037214400,2020,3126,0,0
1400000US06037214501,6037214501,2020,3444,77,223.57724
1400000US06037214503,6037214503,2020,3334,31,92.981407
1400000US06037214504,6037214504,2020,3898,9,23.088764
1400000US06037214505,6037214505,2020,1307,6,45.906658
1400000US06037214600,6037214600,2020,2358,22,93.299408
1400000US06037214700,6037214700,2020,2376,15,63.131313
1400000US06037214800,6037214800,2020,2839,30,105.67101
1400000US06037214902,6037214902,2020,2578,81,314.19705
1400000US06037214903,6037214903,2020,1657,2,12.070006
1400000US06037214904,6037214904,2020,1452,1,6.8870525
1400000US06037215101,6037215101,2020,2985,4,13.400335
1400000US06037215102,6037215102,2020,3040,4,13.157895
1400000US06037216100,6037216100,2020,2086,0,0
1400000US06037216201,6037216201,2020,2578,4,15.515903
1400000US06037216202,6037216202,2020,2757,1,3.627131
1400000US06037216301,6037216301,2020,1575,1,6.3492064
1400000US06037216302,6037216302,2020,2989,8,26.764805
1400000US06037216401,6037216401,2020,3786,0,0
1400000US06037216402,6037216402,2020,2443,0,0
1400000US06037216700,6037216700,2020,3493,0,0
1400000US06037216800,6037216800,2020,3110,1,3.2154341
1400000US06037216901,6037216901,2020,2586,80,309.35809
1400000US06037216902,6037216902,2020,2275,0,0
1400000US06037217001,6037217001,2020,3032,0,0
1400000US06037217002,6037217002,2020,4611,0,0
1400000US06037217101,6037217101,2020,2964,0,0
1400000US06037217102,6037217102,2020,2658,0,0
1400000US06037217200,6037217200,2020,4105,18,43.848965
1400000US06037218110,6037218110,2020,3532,1,2.8312571
1400000US06037218120,6037218120,2020,4244,0,0
1400000US06037218210,6037218210,2020,3621,0,0
1400000US06037218220,6037218220,2020,3877,0,0
1400000US06037218300,6037218300,2020,5281,0,0
1400000US06037218400,6037218400,2020,4699,0,0
1400000US06037218500,6037218500,2020,2655,0,0
1400000US06037218600,6037218600,2020,3081,0,0
1400000US06037218701,6037218701,2020,2157,1,4.6360688
1400000US06037218702,6037218702,2020,2232,1,4.4802866
1400000US06037218800,6037218800,2020,2619,21,80.183273
1400000US06037218900,6037218900,2020,5757,0,0
1400000US06037219010,6037219010,2020,3318,0,0
1400000US06037219020,6037219020,2020,5298,0,0
1400000US06037219300,6037219300,2020,3906,1,2.5601637
1400000US06037219500,6037219500,2020,2098,0,0
1400000US06037219700,6037219700,2020,4724,0,0
1400000US06037219800,6037219800,2020,2915,0,0
1400000US06037219901,6037219901,2020,4724,0,0
1400000US06037219902,6037219902,2020,3177,1,3.1476235
1400000US06037220000,6037220000,2020,4784,0,0
1400000US06037220100,6037220100,2020,2487,2,8.0418177
1400000US06037221110,6037221110,2020,3668,0,0
1400000US06037221120,6037221120,2020,3129,0,0
1400000US06037221210,6037221210,2020,3331,0,0
1400000US06037221220,6037221220,2020,3227,3,9.2965603
1400000US06037221302,6037221302,2020,4204,1,2.3786869
1400000US06037221303,6037221303,2020,2697,0,0
1400000US06037221304,6037221304,2020,3912,1,2.5562372
1400000US06037221401,6037221401,2020,3422,31,90.590302
1400000US06037221402,6037221402,2020,3188,0,0
1400000US06037221500,6037221500,2020,3688,0,0
1400000US06037221601,6037221601,2020,3226,0,0
1400000US06037221602,6037221602,2020,2711,1,3.6886759
1400000US06037221710,6037221710,2020,2890,1,3.4602077
1400000US06037221810,6037221810,2020,2782,0,0
1400000US06037221820,6037221820,2020,2424,0,0
1400000US06037221900,6037221900,2020,4200,1,2.3809524
1400000US06037222001,6037222001,2020,2942,0,0
1400000US06037222002,6037222002,2020,5072,0,0
1400000US06037222100,6037222100,2020,4614,36,78.023407
1400000US06037222200,6037222200,2020,4127,0,0
1400000US06037222500,6037222500,2020,5195,1,1.9249278
1400000US06037222600,6037222600,2020,5638,0,0
1400000US06037222700,6037222700,2020,3959,0,0
1400000US06037224010,6037224010,2020,2906,30,103.23469
1400000US06037224020,6037224020,2020,2746,2,7.2833214
1400000US06037224200,6037224200,2020,2632,0,0
1400000US06037224310,6037224310,2020,2169,0,0
1400000US06037224320,6037224320,2020,2947,0,0
1400000US06037224410,6037224410,2020,3083,0,0
1400000US06037224420,6037224420,2020,2651,21,79.215393
1400000US06037224600,6037224600,2020,3280,1,3.0487804
1400000US06037224701,6037224701,2020,2880,0,0
1400000US06037224702,6037224702,2020,3145,1,3.1796503
1400000US06037226001,6037226001,2020,2268,1,4.4091711
1400000US06037226002,6037226002,2020,2053,2,9.7418413
1400000US06037226410,6037226410,2020,3627,0,0
1400000US06037226420,6037226420,2020,5382,1,1.8580453
1400000US06037226701,6037226701,2020,3135,0,0
1400000US06037226702,6037226702,2020,4954,0,0
1400000US06037227010,6037227010,2020,5163,0,0
1400000US06037227020,6037227020,2020,3726,0,0
1400000US06037228100,6037228100,2020,5377,0,0
1400000US06037228210,6037228210,2020,4338,0,0
1400000US06037228220,6037228220,2020,4490,0,0
1400000US06037228310,6037228310,2020,4562,0,0
1400000US06037228320,6037228320,2020,3271,0,0
1400000US06037228410,6037228410,2020,3489,0,0
1400000US06037228420,6037228420,2020,3337,0,0
1400000US06037228500,6037228500,2020,5196,0,0
1400000US06037228600,6037228600,2020,5041,0,0
1400000US06037228710,6037228710,2020,4024,0,0
1400000US06037228720,6037228720,2020,5053,0,0
1400000US06037228800,6037228800,2020,5421,0,0
1400000US06037228900,6037228900,2020,2947,0,0
1400000US06037229100,6037229100,2020,5157,0,0
1400000US06037229200,6037229200,2020,5012,0,0
1400000US06037229300,6037229300,2020,5846,0,0
1400000US06037229410,6037229410,2020,3948,1,2.532928
1400000US06037229420,6037229420,2020,4421,0,0
1400000US06037231100,6037231100,2020,3374,1,2.9638412
1400000US06037231210,6037231210,2020,3975,0,0
1400000US06037231220,6037231220,2020,4482,0,0
1400000US06037231301,6037231301,2020,2349,0,0
1400000US06037231302,6037231302,2020,3258,0,0
1400000US06037231400,6037231400,2020,4869,0,0
1400000US06037231500,6037231500,2020,5257,0,0
1400000US06037231601,6037231601,2020,2652,0,0
1400000US06037231602,6037231602,2020,2088,0,0
1400000US06037231603,6037231603,2020,2782,0,0
1400000US06037231710,6037231710,2020,4135,0,0
1400000US06037231720,6037231720,2020,5016,0,0
1400000US06037231800,6037231800,2020,5720,0,0
1400000US06037231901,6037231901,2020,3137,0,0
1400000US06037231902,6037231902,2020,3261,0,0
1400000US06037232110,6037232110,2020,2920,0,0
1400000US06037232120,6037232120,2020,5457,0,0
1400000US06037232200,6037232200,2020,3619,0,0
1400000US06037232300,6037232300,2020,5492,0,0
1400000US06037232401,6037232401,2020,3912,0,0
1400000US06037232402,6037232402,2020,3089,0,0
1400000US06037232500,6037232500,2020,5039,0,0
1400000US06037232601,6037232601,2020,1905,0,0
1400000US06037232602,6037232602,2020,4840,0,0
1400000US06037232701,6037232701,2020,2464,0,0
1400000US06037232702,6037232702,2020,4290,0,0
1400000US06037232800,6037232800,2020,4568,0,0
1400000US06037234001,6037234001,2020,2595,0,0
1400000US06037234002,6037234002,2020,2711,0,0
1400000US06037234200,6037234200,2020,2520,0,0
1400000US06037234301,6037234301,2020,1869,0,0
1400000US06037234302,6037234302,2020,2144,0,0
1400000US06037234501,6037234501,2020,2974,0,0
1400000US06037234502,6037234502,2020,3195,1,3.1298904
1400000US06037234600,6037234600,2020,5011,0,0
1400000US06037234700,6037234700,2020,3692,0,0
1400000US06037234800,6037234800,2020,3371,0,0
1400000US06037234901,6037234901,2020,3315,0,0
1400000US06037234902,6037234902,2020,4222,0,0
1400000US06037235100,6037235100,2020,4229,0,0
1400000US06037235201,6037235201,2020,2835,0,0
1400000US06037235202,6037235202,2020,4068,1,2.4582105
1400000US06037236001,6037236001,2020,4082,3,7.3493385
1400000US06037236101,6037236101,2020,2628,0,0
1400000US06037236102,6037236102,2020,3405,1,2.9368575
1400000US06037236203,6037236203,2020,3599,0,0
1400000US06037236204,6037236204,2020,3137,0,0
1400000US06037236205,6037236205,2020,3347,0,0
1400000US06037236206,6037236206,2020,2568,0,0
1400000US06037236400,6037236400,2020,4368,2,4.5787544
1400000US06037237101,6037237101,2020,4099,0,0
1400000US06037237102,6037237102,2020,4054,0,0
1400000US06037237201,6037237201,2020,4049,0,0
1400000US06037237202,6037237202,2020,4611,0,0
1400000US06037237300,6037237300,2020,5407,0,0
1400000US06037237401,6037237401,2020,4490,0,0
1400000US06037237402,6037237402,2020,3605,0,0
1400000US06037237500,6037237500,2020,2728,0,0
1400000US06037237600,6037237600,2020,3914,0,0
1400000US06037237710,6037237710,2020,4728,0,0
1400000US06037237720,6037237720,2020,3855,0,0
1400000US06037237800,6037237800,2020,4015,0,0
1400000US06037237900,6037237900,2020,4651,0,0
1400000US06037238000,6037238000,2020,6232,2,3.2092426
1400000US06037238100,6037238100,2020,5314,1,1.8818216
1400000US06037238200,6037238200,2020,5448,1,1.835536
1400000US06037238310,6037238310,2020,5222,0,0
1400000US06037238320,6037238320,2020,3542,0,0
1400000US06037238400,6037238400,2020,4618,0,0
1400000US06037239201,6037239201,2020,3353,0,0
1400000US06037239202,6037239202,2020,6442,0,0
1400000US06037239310,6037239310,2020,4596,0,0
1400000US06037239320,6037239320,2020,3535,0,0
1400000US06037239330,6037239330,2020,2795,0,0
1400000US06037239501,6037239501,2020,3533,0,0
1400000US06037239502,6037239502,2020,3990,0,0
1400000US06037239601,6037239601,2020,3675,0,0
1400000US06037239602,6037239602,2020,3960,0,0
1400000US06037239701,6037239701,2020,4738,0,0
1400000US06037239702,6037239702,2020,4352,0,0
1400000US06037239801,6037239801,2020,3761,0,0
1400000US06037239802,6037239802,2020,5857,0,0
1400000US06037240010,6037240010,2020,3809,0,0
1400000US06037240020,6037240020,2020,5321,0,0
1400000US06037240200,6037240200,2020,5523,0,0
1400000US06037240301,6037240301,2020,2881,0,0
1400000US06037240302,6037240302,2020,2811,0,0
1400000US06037240401,6037240401,2020,6141,0,0
1400000US06037240402,6037240402,2020,3626,0,0
1400000US06037240500,6037240500,2020,7035,0,0
1400000US06037240600,6037240600,2020,5911,0,0
1400000US06037240700,6037240700,2020,6462,0,0
1400000US06037240800,6037240800,2020,4494,0,0
1400000US06037240901,6037240901,2020,2735,0,0
1400000US06037240902,6037240902,2020,3774,0,0
1400000US06037241001,6037241001,2020,4445,2,4.4994373
1400000US06037241002,6037241002,2020,3950,1,2.5316455
1400000US06037241110,6037241110,2020,3648,0,0
1400000US06037241120,6037241120,2020,4389,0,0
1400000US06037241201,6037241201,2020,3245,0,0
1400000US06037241202,6037241202,2020,5922,0,0
1400000US06037241300,6037241300,2020,2511,2,7.9649544
1400000US06037241400,6037241400,2020,3672,0,0
1400000US06037242000,6037242000,2020,4074,1,2.4545901
1400000US06037242100,6037242100,2020,2743,0,0
1400000US06037242201,6037242201,2020,4012,0,0
1400000US06037242202,6037242202,2020,2816,0,0
1400000US06037242300,6037242300,2020,5073,1,1.9712201
1400000US06037242600,6037242600,2020,4584,0,0
1400000US06037242700,6037242700,2020,5756,1,1.7373176
1400000US06037243001,6037243001,2020,3704,0,0
1400000US06037243002,6037243002,2020,2668,0,0
1400000US06037243100,6037243100,2020,6090,0,0
1400000US06037261102,6037261102,2020,3630,0,0
1400000US06037261103,6037261103,2020,1815,0,0
1400000US06037261104,6037261104,2020,1606,0,0
1400000US06037261200,6037261200,2020,4185,0,0
1400000US06037262100,6037262100,2020,2566,0,0
1400000US06037262200,6037262200,2020,4471,0,0
1400000US06037262301,6037262301,2020,2596,0,0
1400000US06037262302,6037262302,2020,2959,0,0
1400000US06037262303,6037262303,2020,2759,0,0
1400000US06037262400,6037262400,2020,3059,0,0
1400000US06037262501,6037262501,2020,3794,0,0
1400000US06037262601,6037262601,2020,3478,0,0
1400000US06037262604,6037262604,2020,5532,0,0
1400000US06037262704,6037262704,2020,3489,0,0
1400000US06037262706,6037262706,2020,3692,0,0
1400000US06037262802,6037262802,2020,3231,1,3.095017
1400000US06037264000,6037264000,2020,3150,0,0
1400000US06037264102,6037264102,2020,3048,0,0
1400000US06037264103,6037264103,2020,2751,0,0
1400000US06037264303,6037264303,2020,2836,0,0
1400000US06037264304,6037264304,2020,2606,1,3.8372986
1400000US06037264305,6037264305,2020,4688,1,2.1331058
1400000US06037264306,6037264306,2020,2000,1,5
1400000US06037265100,6037265100,2020,2531,1,3.9510076
1400000US06037265201,6037265201,2020,2845,0,0
1400000US06037265203,6037265203,2020,2146,0,0
1400000US06037265204,6037265204,2020,1358,0,0
1400000US06037265301,6037265301,2020,12957,0,0
1400000US06037265303,6037265303,2020,5089,0,0
1400000US06037265304,6037265304,2020,2625,0,0
1400000US06037265306,6037265306,2020,1929,0,0
1400000US06037265307,6037265307,2020,1927,1,5.1894135
1400000US06037265410,6037265410,2020,1775,1,5.6338029
1400000US06037265420,6037265420,2020,1591,0,0
1400000US06037265521,6037265521,2020,1849,0,0
1400000US06037265522,6037265522,2020,2431,0,0
1400000US06037265523,6037265523,2020,2704,0,0
1400000US06037265524,6037265524,2020,2710,0,0
1400000US06037265601,6037265601,2020,3480,0,0
1400000US06037265602,6037265602,2020,3101,0,0
1400000US06037265701,6037265701,2020,1507,7,46.449902
1400000US06037265702,6037265702,2020,2985,0,0
1400000US06037267101,6037267101,2020,3646,0,0
1400000US06037267102,6037267102,2020,3081,0,0
1400000US06037267201,6037267201,2020,3043,2,6.5724616
1400000US06037267202,6037267202,2020,3756,0,0
1400000US06037267300,6037267300,2020,4340,0,0
1400000US06037267403,6037267403,2020,3929,0,0
1400000US06037267404,6037267404,2020,3227,0,0
1400000US06037267405,6037267405,2020,2803,0,0
1400000US06037267406,6037267406,2020,1918,0,0
1400000US06037267502,6037267502,2020,3357,0,0
1400000US06037267503,6037267503,2020,2296,0,0
1400000US06037267504,6037267504,2020,4094,0,0
1400000US06037267600,6037267600,2020,2591,0,0
1400000US06037267700,6037267700,2020,3475,0,0
1400000US06037267800,6037267800,2020,2894,0,0
1400000US06037267901,6037267901,2020,2560,98,382.8125
1400000US06037267902,6037267902,2020,3565,0,0
1400000US06037269000,6037269000,2020,4744,35,73.777405
1400000US06037269100,6037269100,2020,4612,63,136.60017
1400000US06037269300,6037269300,2020,3948,15,37.993919
1400000US06037269500,6037269500,2020,3741,0,0
1400000US06037269601,6037269601,2020,3440,1,2.9069767
1400000US06037269602,6037269602,2020,2784,0,0
1400000US06037269700,6037269700,2020,3715,0,0
1400000US06037269800,6037269800,2020,3218,0,0
1400000US06037269903,6037269903,2020,3365,0,0
1400000US06037269905,6037269905,2020,2305,0,0
1400000US06037269906,6037269906,2020,3192,0,0
1400000US06037269907,6037269907,2020,2653,0,0
1400000US06037269908,6037269908,2020,1885,0,0
1400000US06037269909,6037269909,2020,2282,0,0
1400000US06037270101,6037270101,2020,2102,0,0
1400000US06037270102,6037270102,2020,3017,0,0
1400000US06037270200,6037270200,2020,3590,0,0
1400000US06037270300,6037270300,2020,2521,1,3.9666798
1400000US06037271100,6037271100,2020,2493,1,4.0112314
1400000US06037271200,6037271200,2020,2627,1,3.8066235
1400000US06037271300,6037271300,2020,4613,0,0
1400000US06037271400,6037271400,2020,3750,0,0
1400000US06037271500,6037271500,2020,3165,1,3.1595576
1400000US06037271600,6037271600,2020,4975,1,2.0100503
1400000US06037271702,6037271702,2020,4204,0,0
1400000US06037271703,6037271703,2020,2677,0,0
1400000US06037271704,6037271704,2020,3569,1,2.8019054
1400000US06037271801,6037271801,2020,3099,1,3.2268474
1400000US06037271803,6037271803,2020,3009,0,0
1400000US06037271804,6037271804,2020,2494,0,0
1400000US06037271901,6037271901,2020,3257,0,0
1400000US06037271902,6037271902,2020,3865,1,2.5873222
1400000US06037272100,6037272100,2020,4780,0,0
1400000US06037272201,6037272201,2020,2209,0,0
1400000US06037272202,6037272202,2020,3423,0,0
1400000US06037272301,6037272301,2020,3395,0,0
1400000US06037272302,6037272302,2020,3989,0,0
1400000US06037273100,6037273100,2020,2761,1,3.6218762
1400000US06037273200,6037273200,2020,3163,2,6.3231111
1400000US06037273300,6037273300,2020,2963,0,0
1400000US06037273403,6037273403,2020,1429,0,0
1400000US06037273404,6037273404,2020,1437,1,6.9589424
1400000US06037273502,6037273502,2020,2792,0,0
1400000US06037273600,6037273600,2020,2413,0,0
1400000US06037273700,6037273700,2020,2992,0,0
1400000US06037273800,6037273800,2020,2922,0,0
1400000US06037273902,6037273902,2020,4416,1,2.2644928
1400000US06037274100,6037274100,2020,4757,1,2.1021652
1400000US06037274202,6037274202,2020,4151,243,585.40112
1400000US06037275101,6037275101,2020,1060,1,9.4339619
1400000US06037275102,6037275102,2020,4282,0,0
1400000US06037275200,6037275200,2020,3814,0,0
1400000US06037275311,6037275311,2020,5275,0,0
1400000US06037275312,6037275312,2020,2061,7,33.964096
1400000US06037275313,6037275313,2020,3196,1,3.1289113
1400000US06037275400,6037275400,2020,4185,0,0
1400000US06037275500,6037275500,2020,5337,1,1.8737118
1400000US06037275603,6037275603,2020,2864,0,0
1400000US06037275604,6037275604,2020,9559,2,2.0922692
1400000US06037275605,6037275605,2020,2685,0,0
1400000US06037276000,6037276000,2020,5960,0,0
1400000US06037276101,6037276101,2020,3034,0,0
1400000US06037276102,6037276102,2020,3010,1,3.3222592
1400000US06037276400,6037276400,2020,4104,1,2.4366472
1400000US06037276500,6037276500,2020,5710,0,0
1400000US06037276601,6037276601,2020,4030,69,171.21588
1400000US06037276605,6037276605,2020,2640,1,3.7878788
1400000US06037276606,6037276606,2020,3084,1,3.2425423
1400000US06037276607,6037276607,2020,2587,1,3.8654811
1400000US06037276608,6037276608,2020,2147,5,23.288309
1400000US06037277000,6037277000,2020,5581,2,3.5835872
1400000US06037277100,6037277100,2020,3176,0,0
1400000US06037277200,6037277200,2020,1943,0,0
1400000US06037277400,6037277400,2020,576,0,0
1400000US06037278001,6037278001,2020,2338,0,0
1400000US06037278102,6037278102,2020,3008,9,29.920214
1400000US06037291110,6037291110,2020,4370,104,237.98627
1400000US06037291120,6037291120,2020,2548,28,109.89011
1400000US06037291130,6037291130,2020,3458,26,75.187973
1400000US06037291210,6037291210,2020,5429,0,0
1400000US06037291220,6037291220,2020,3451,0,0
1400000US06037291300,6037291300,2020,3237,1,3.0892801
1400000US06037292001,6037292001,2020,4451,0,0
1400000US06037292002,6037292002,2020,1944,0,0
1400000US06037293203,6037293203,2020,3013,1,3.3189511
1400000US06037293204,6037293204,2020,4260,0,0
1400000US06037293205,6037293205,2020,3402,58,170.48795
1400000US06037293206,6037293206,2020,2862,3,10.482181
1400000US06037293301,6037293301,2020,2834,76,268.17218
1400000US06037293302,6037293302,2020,5084,18,35.405193
1400000US06037293304,6037293304,2020,5149,0,0
1400000US06037293306,6037293306,2020,2485,0,0
1400000US06037293307,6037293307,2020,2491,0,0
1400000US06037294110,6037294110,2020,3701,25,67.549309
1400000US06037294120,6037294120,2020,2969,46,154.93433
1400000US06037294200,6037294200,2020,4831,50,103.49824
1400000US06037294301,6037294301,2020,2709,48,177.18715
1400000US06037294302,6037294302,2020,4317,22,50.961315
1400000US06037294410,6037294410,2020,4996,38,76.060852
1400000US06037294421,6037294421,2020,2866,7,24.424284
1400000US06037294510,6037294510,2020,4843,57,117.69564
1400000US06037294520,6037294520,2020,3846,63,163.80655
1400000US06037294610,6037294610,2020,4263,75,175.93245
1400000US06037294620,6037294620,2020,4546,40,87.989441
1400000US06037294701,6037294701,2020,3080,432,1402.5974
1400000US06037294810,6037294810,2020,3923,29,73.923019
1400000US06037294820,6037294820,2020,3482,21,60.310165
1400000US06037294830,6037294830,2020,4399,68,154.58058
1400000US06037294900,6037294900,2020,3831,34,88.749672
1400000US06037295103,6037295103,2020,5319,2,3.7601054
1400000US06037296210,6037296210,2020,3652,0,0
1400000US06037296220,6037296220,2020,3968,0,0
1400000US06037296300,6037296300,2020,4784,0,0
1400000US06037296401,6037296401,2020,3228,1,3.0978935
1400000US06037296402,6037296402,2020,3142,0,0
1400000US06037296500,6037296500,2020,3284,0,0
1400000US06037296600,6037296600,2020,5214,0,0
1400000US06037296901,6037296901,2020,4440,0,0
1400000US06037296902,6037296902,2020,4174,0,0
1400000US06037297001,6037297001,2020,1404,1,7.1225071
1400000US06037297002,6037297002,2020,4287,0,0
1400000US06037297110,6037297110,2020,4693,0,0
1400000US06037297120,6037297120,2020,3062,0,0
1400000US06037297201,6037297201,2020,4421,0,0
1400000US06037297202,6037297202,2020,4049,0,0
1400000US06037297300,6037297300,2020,2113,0,0
1400000US06037297400,6037297400,2020,3183,2,6.2833805
1400000US06037297501,6037297501,2020,2845,2,7.0298772
1400000US06037297502,6037297502,2020,2006,0,0
1400000US06037297601,6037297601,2020,3017,0,0
1400000US06037297602,6037297602,2020,3515,0,0
1400000US06037300100,6037300100,2020,6279,0,0
1400000US06037300200,6037300200,2020,5378,0,0
1400000US06037300301,6037300301,2020,6194,0,0
1400000US06037300400,6037300400,2020,6200,0,0
1400000US06037300501,6037300501,2020,3039,0,0
1400000US06037300503,6037300503,2020,5475,0,0
1400000US06037300601,6037300601,2020,6334,0,0
1400000US06037300602,6037300602,2020,3455,0,0
1400000US06037300701,6037300701,2020,5280,0,0
1400000US06037300702,6037300702,2020,6170,0,0
1400000US06037300800,6037300800,2020,7165,0,0
1400000US06037300901,6037300901,2020,5757,0,0
1400000US06037300902,6037300902,2020,2257,0,0
1400000US06037301000,6037301000,2020,5408,0,0
1400000US06037301100,6037301100,2020,7313,0,0
1400000US06037301203,6037301203,2020,4576,0,0
1400000US06037301204,6037301204,2020,4750,0,0
1400000US06037301205,6037301205,2020,2114,0,0
